,job_name,company,country,location,min_salary,max_salary,description,posted_date,work_type,tags,source
416,Machine Learning Analyst,Fidelity International,Canada,"Toronto, Ontario",6000.0,6000.0,"Job Description Please note: Current work authorization for Canada is required for all openings. You will be working on a flexible hybrid schedule as part of Fidelity’s dynamic working arrangement. This is a full-time regular opportunity. The work location for this role is 483 Bay Street in Toronto until approximately late 2026, when the work location will change to the new Mississauga office at 3 Robert Speck Parkway Who We Are At Fidelity, we’ve been helping Canadian investors build better fi…",2026-06-21T17:03:44Z,hybrid,it-jobs,adzuna
417,Machine Learning Engineer,OP,Canada,"Saskatoon, Saskatchewan",0.0,0.0,"Overview We are looking for a Machine Learning Engineer to join our StudioLAB team - an innovation-focused group that shapes the next generation of creative and production technology across. 12-month assignment with the possibility of extension based on project needs and performance. In this role, you\'ll directly drive innovation across our cinematic pipelines and theatrical experiences, applying cutting-edge ML techniques to solve unique creative challenges that impact globally recognized ent…",2026-06-23T09:50:31Z,unknown,it-jobs,adzuna
418,Machine Learning Scientist,Eli Health,Canada,"Montréal, Québec",0.0,0.0,"About us Eli Health is making continuous hormone monitoring possible so users can support their daily and long-term health. No more waiting days to track key biomarkers—get results you can use within minutes. Eli’s flagship product, Hormometer™, is the first instant hormone monitoring platform to deliver results from saliva to mobile app—anytime, anywhere. Developed over six years of R&D, over 2,000 product iterations, and backed by a dozen patent-pending innovations, Eli’s award-winning platfo…",2026-08-27T04:38:51Z,unknown,scientific-qa-jobs,adzuna
419,Machine Learning Engineer,TD Bank,Canada,"Toronto, Ontario",0.0,0.0,"On Site Toronto, Ontario Full time R_1431479 Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Analytics, Insights, & Artificial Intelligence Pay Details: $120,000 - $250,000 CAD The pay details posted reflect a temporary market premium specific to this role that is reassessed annually. TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at T…",2026-04-24T01:08:08Z,onsite,it-jobs,adzuna
420,Machine Learning Manager,LawZero,Canada,"Montréal, Québec",0.0,0.0,"We are seeking a Machine Learning (ML) Manager to join our growing team dedicated to a novel AI safety agenda. In this role, you will join the group tasked with designing and implementing innovative ML models using the Scientist AI approach developed by Yoshua Bengio. As both a people manager and technical leader, you will guide research team members and spearhead complex projects within a matrix structure. You will bridge the gap between cutting-edge scientific theory and large-scale engineeri…",2026-06-12T16:46:09Z,unknown,scientific-qa-jobs,adzuna
421,Machine Learning Engineer,StackAdapt,Canada,Canada,128000.0,176000.0,"StackAdapt is the leading technology company that empowers marketers to reach, engage, and convert audiences with precision. With 465 billion automated optimizations per second, the AI-powered StackAdapt Marketing Platform seamlessly connects brand and performance marketing to drive measurable results across the entire customer journey. The most forward-thinking marketers choose StackAdapt to orchestrate high-impact campaigns across programmatic advertising and marketing channels. We're looking…",2026-03-26T16:28:48Z,unknown,it-jobs,adzuna
422,Machine Learning Engineer,exacare ai,Canada,Canada,0.0,0.0,"About the Role We are seeking a highly adaptable, creative, and well-rounded Machine Learning Engineer to join our team. You will own the end-to-end ML lifecycle, from dataset creation and foundational research to building and deploying production-grade models. If you thrive in an environment where you can quickly iterate, experiment with cutting-edge techniques, and see your work make a tangible impact, this is the role for you. What You'll Do Novel Solution Development: Research, design, and …",2026-06-06T16:44:48Z,unknown,it-jobs,adzuna
423,Machine Learning Engineer,Invision AI,Canada,"Toronto, Ontario",0.0,0.0,"Job Description Job Description We are looking for a Machine Learning Engineer to join our Toronto team and help us take our products to the next level in terms of visual intelligence. Our Company Invision AI is building a universal AI platform for computer vision applications. Powered by a unique multi-camera stack that generates high-integrity 3D digital twins of dynamic environments, our technology powers disruptive, market-leading solutions in intelligent infrastructure and global Transport…",2026-08-29T06:47:50Z,unknown,it-jobs,adzuna
424,Applied Machine Learning,Ideogram,Canada,"Toronto, Ontario",0.0,0.0,"About Ideogram Ideogram’s mission is to make world-class design accessible to everyone, multiplying human creativity. We build proprietary generative media models and AI native creative workflows, tackling unsolved challenges in graphic design. Our team includes builders with a track record of technology breakthroughs including early research in Diffusion Models, Google’s Imagen, and Imagen Video. We care about design, taste, and craft as much as research and engineering – shipping experiences …",2026-07-08T17:57:46Z,unknown,creative-design-jobs,adzuna
425,Machine Learning Engineer,Helm.ai,Canada,Canada,150000.0,250000.0,"You will collaborate with researchers to perform research operations using existing infrastructure. You will use your judgment in complex scenarios and help apply standard techniques to a wide variety of technical problems. Specifically, you will: Characterize neural network quality, failure modes, and edge cases based on research data Maintain awareness of current trends in relevant areas of research and technology Coordinate with researchers and accurately convey status of experiments Manage …",2026-02-20T14:55:30Z,unknown,engineering-jobs,adzuna
426,Machine Learning Engineer,Opendoor,Canada,"Toronto, Ontario",0.0,0.0,"About Opendoor At Opendoor our mission is to tilt the world in favor of homeowners and those who aim to become one. Homeownership matters. It's how people build wealth, stability, and community. It's how families put down roots, how neighborhoods strengthen, how the future gets built. We're building the modern system of homeownership giving people the freedom to buy and sell on their own terms. We’ve built an end-to-end online experience that has already helped thousands of people and we’re jus…",2026-07-27T11:26:55Z,unknown,it-jobs,adzuna
427,Machine Learning Engineer,Linkus Group,Canada,"Toronto, Ontario",0.0,0.0,"In this role, you'll build the next generation of AI tools that preserve and enhance critical thinking for humanity. The ideal candidate is someone who is adept at creating reliable AI agents, prompt engineering, possesses a great product sense, and is also an excellent software engineer. You'll be working on a fast-paced team of passionate builders to create industry-defining software that has attracted millions of users globally. What you'll contribute: Fine-tune and evaluate state-of-the-art…",2026-06-23T09:50:02Z,unknown,it-jobs,adzuna
428,"Spécialiste, Machine Learning (SSA) - Machine Learning Specialist (SSA)",Northstar Earth and Space,Canada,"Westmount, Montréal",0.0,0.0,"English follows À propos de NorthStar NorthStar Earth & Space (« NorthStar ») est le leader mondial de l’analyse de données spatiales. Nous utilisons des données issues de capteurs optiques, radar, RF passifs et d’autres sources liées à la connaissance de la situation spatiale (SSA) comme briques de base pour créer des services d’information adaptés aux besoins des clients gouvernementaux et industriels. Notre vaste portefeuille technologique breveté comprend des algorithmes de dynamique orbita…",2026-04-01T16:27:23Z,unknown,it-jobs,adzuna
429,Machine Learning Engineer - Remote,YO AI Labs,Canada,"Toronto, Ontario",166400.0,249600.0,"Senior Software Engineer Job Type: Contractor (~15 hours/week) Location: Remote Job Summary We are seeking experienced Senior Software Engineers to support an AI training project by creating reinforcement learning environments that evaluate AI models on complex software engineering tasks using Model Context Protocol (MCP) tools. You will design reproducible environments, deterministic verification, and reference solutions for tasks such as bug fixing, feature implementation, codebase refactorin…",2026-08-27T07:20:06Z,remote,it-jobs,adzuna
430,Machine Learning Engineer - Remote,YO AI Labs,Canada,"Vancouver, Greater Vancouver",166400.0,249600.0,"Senior Software Engineer Job Type: Contractor (~15 hours/week) Location: Remote Job Summary We are seeking experienced Senior Software Engineers to support an AI training project by creating reinforcement learning environments that evaluate AI models on complex software engineering tasks using Model Context Protocol (MCP) tools. You will design reproducible environments, deterministic verification, and reference solutions for tasks such as bug fixing, feature implementation, codebase refactorin…",2026-08-27T07:20:06Z,remote,it-jobs,adzuna
431,Machine Learning Engineer - Remote,YO AI Labs,Canada,"Montréal, Québec",166400.0,249600.0,"Senior Software Engineer Job Type: Contractor (~15 hours/week) Location: Remote Job Summary We are seeking experienced Senior Software Engineers to support an AI training project by creating reinforcement learning environments that evaluate AI models on complex software engineering tasks using Model Context Protocol (MCP) tools. You will design reproducible environments, deterministic verification, and reference solutions for tasks such as bug fixing, feature implementation, codebase refactorin…",2026-08-27T07:20:06Z,remote,it-jobs,adzuna
432,Machine Learning Engineer Lead,Vancity,Canada,"Mount Pleasant, Vancouver",125000.0,169100.0,"Our Story & Purpose: We’re Vancity, a member-owned credit union built on the principles of inclusion and social justice. Since 1946, our relentless commitment to these values has helped us challenge the status quo and break down barriers. We’ve made bold commitments to become net-zero by 2040 across all mortgages and loans, and we’re actively pursuing strategies in Indigenous banking and financial resilience for our members. As the largest private sector Living Wage Employer in Canada, we’re pr…",2026-08-21T04:24:56Z,unknown,it-jobs,adzuna
433,Senior Machine Learning Engineer,Vancity,Canada,"Mount Pleasant, Vancouver",113100.0,153000.0,"Our Story & Purpose: We’re Vancity, a member-owned credit union built on the principles of inclusion and social justice. Since 1946, our relentless commitment to these values has helped us challenge the status quo and break down barriers. We’ve made bold commitments to become net-zero by 2040 across all mortgages and loans, and we’re actively pursuing strategies in Indigenous banking and financial resilience for our members. As the largest private sector Living Wage Employer in Canada, we’re pr…",2026-07-26T17:52:41Z,unknown,it-jobs,adzuna
434,Senior Machine Learning Engineer,Skip,Canada,"Edmonton, Edmonton region",0.0,0.0,"Ready for a challenge? Then Just Eat Takeaway.com might be the place for you. We’re a leading global online food delivery platform, and our vision is to empower everyday convenience. Whether it’s a Friday-night feast, a post-gym poke bowl, or grabbing some groceries, our tech platform connects tens of millions of customers with hundreds of thousands of restaurant, grocery and convenience partners across the globe. About This Role As a Senior ML Engineer you will take a leadership role in shapin…",2026-08-29T06:32:23Z,unknown,it-jobs,adzuna
435,Senior Machine Learning Engineer,Thomson Reuters,Canada,"Toronto, Ontario",100000.0,145000.0,"Thomson Reuters is seeking a Senior Machine Learning Engineer who will create the machine learning solutions development and technical implementation including configuration and integration to ensure it meets business, product, and recommender system expectations. They will also build scalable machine learning solutions that are reliable, resilient, and secure. About the Role: As a Senior Machine Learning Engineer , you will: Be part of the development and technical implementation of machine le…",2026-08-10T11:06:26Z,unknown,it-jobs,adzuna
436,Senior Machine Learning Engineer,Just Eat,Canada,Canada,0.0,0.0,"Ready for a challenge? Then Just Eat Takeaway.com might be the place for you. We’re a leading global online food delivery platform, and our vision is to empower everyday convenience. Whether it’s a Friday-night feast, a post-gym poke bowl, or grabbing some groceries, our tech platform connects tens of millions of customers with hundreds of thousands of restaurant, grocery and convenience partners across the globe. About this role: As a Senior ML Engineer you will take a leadership role in shapi…",2026-08-24T04:26:54Z,unknown,it-jobs,adzuna
437,Lead Machine Learning Engineer,Serve Robotics,Canada,Canada,0.0,0.0,"Job Description Job Description At Serve Robotics, we’re reimagining how things move in cities. Our personable sidewalk robot is our vision for the future. It’s designed to take deliveries away from congested streets, make deliveries available to more people, and benefit local businesses. The Serve fleet has been delighting merchants, customers, and pedestrians along the way in Los Angeles, Miami, Dallas, Atlanta and Chicago while doing commercial deliveries. We’re looking for talented individu…",2026-08-25T06:45:40Z,unknown,it-jobs,adzuna
438,Senior Machine Learning Developer,Weir,Canada,Canada,0.0,0.0,"Senior Machine Learning Developer Vancouver - Hybrid Job Summary Shape the future of AI in mining by developing production-ready machine learning solutions that drive safer, smarter and more sustainable operations. Key Selling Points Build AI products deployed at leading global mining sites Own projects from research through to production Join Weir – global organization dedicated to build a better future. About Us We are a global mining software business bringing together the expertise of Micro…",2026-07-30T11:00:16Z,hybrid,it-jobs,adzuna
439,AI / Machine Learning Engineer,OneMCI,Canada,Canada,0.0,0.0,"MCI is one of the fastest-growing tech-enabled business services companies in the USA, with a strong call center footprint and operations that extend across multiple countries. We deliver Customer Experience (CX), Business Process Outsourcing (BPO), and Anything-as-a-Service (XaaS) cloud technology solutions across a wide range of industries, including healthcare, retail, government, education, telecom, technology e-commerce, and financial services. Our contact centers are powered by both on-si…",2026-06-13T22:26:09Z,unknown,it-jobs,adzuna
440,Machine Learning Engineer II,Pinterest,Canada,"Toronto, Ontario",0.0,0.0,"About Pinterest: Millions of people across the world come to Pinterest to find new ideas every day. It’s where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you’ll be challenged to take on work that upholds this mission and pushes Pinterest forward. You’ll grow as a person and leader in your field, all the while helping Pinners make their lives better in th…",2026-06-23T09:51:07Z,unknown,it-jobs,adzuna
441,Machine Learning Software Engineer,Royal Bank of Canada,Canada,Canada,0.0,0.0,"Job Description What's the opportunity? RBC Borealis is looking for an enthusiastic software developer who’s excited by the opportunity of working on challenging problems at the intersection of machine learning and the financial services industry. As a Machine Learning Software Engineer, you’ll be responsible for owning and delivering a project end to end – everything from data pre-processing and exploration, to building and scaling ML algorithms and pipelines, to deployment and monitoring of p…",2026-08-05T11:02:07Z,unknown,it-jobs,adzuna
442,Research Machine Learning Scientist,TD,Canada,Canada,0.0,0.0,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Analytics, Insights, & Artificial Intelligence Pay Details: $140,000 - $250,000 CAD The pay details posted reflect a temporary market premium specific to this role that is reassessed annually. TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices ha…",2026-08-20T19:16:06Z,unknown,it-jobs,adzuna
443,Senior Machine Learning Engineer,BDO,Canada,Canada,84000.0,128000.0,"Putting people first, every day BDO is a firm built on a foundation of positive relationships with our people and our clients. Each day, our professionals provide exceptional service, helping clients with advice and insight they can trust. In turn, we offer an award-winning environment that fosters a people-first culture with a high priority on your personal and professional growth. Your Opportunity BDO Digital is seeking an experienced and technically proficient Senior ML Engineer to join our …",2026-08-09T10:58:20Z,unknown,it-jobs,adzuna
444,Machine Learning Engineer II,TD,Canada,Canada,0.0,0.0,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Analytics, Insights, & Artificial Intelligence Pay Details: $154,000 - $199,500 CAD The pay details posted reflect a temporary market premium specific to this role that is reassessed annually. TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices ha…",2026-08-05T19:26:59Z,unknown,it-jobs,adzuna
445,Machine Learning Engineer II,TD Bank,Canada,Canada,0.0,0.0,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Analytics, Insights, & Artificial Intelligence Pay Details: $154,000 - $199,500 CAD The pay details posted reflect a temporary market premium specific to this role that is reassessed annually. TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices ha…",2026-04-04T00:58:52Z,unknown,it-jobs,adzuna
446,Principal Machine Learning Engineer,Equinix,Canada,Canada,154000.0,232000.0,"Who are we? Equinix is the world’s digital infrastructure company®, shortening the path to connectivity to enable the innovations that enrich our work, life and planet. A place where tech thinkers and future builders turn bold ideas into breakthrough experiences, we welcome your unique perspective. Help us challenge assumptions, uncover bias, and remove barriers—because progress starts with fresh ideas. You’ll find belonging, purpose, and a team that welcomes you—because when you feel valued, y…",2026-08-13T04:36:31Z,unknown,it-jobs,adzuna
447,Principal Machine Learning Engineer,Equinix,Canada,Canada,0.0,0.0,"Job Description Job Description Who are we? Equinix is the world’s digital infrastructure company®, shortening the path to connectivity to enable the innovations that enrich our work, life and planet. A place where tech thinkers and future builders turn bold ideas into breakthrough experiences, we welcome your unique perspective. Help us challenge assumptions, uncover bias, and remove barriers—because progress starts with fresh ideas. You’ll find belonging, purpose, and a team that welcomes you…",2026-08-12T07:26:32Z,unknown,it-jobs,adzuna
448,"Senior Manager, Machine Learning",BMO,Canada,"Toronto, Ontario",0.0,0.0,"Application Deadline: 09/09/2026 Address: 33 Dundas Street West Job Family Group: Data Analytics & Reporting This is a hybrid role in Toronto Senior Manager, Machine Learning leverages advanced analytical algorithms and technologies (e.g. machine learning, deep learning, artificial intelligence) to mine and analyze large sets of structured and unstructured data to obtain insights. Designs and constructs new processes for modeling data. Develops predictive models and leverages big data technolog…",2026-09-01T19:45:54Z,hybrid,it-jobs,adzuna
449,Machine Learning Engineer,Timescapes,Australia,"The Rocks, Sydney",180000.0,200000.0,"Timescapes is looking for a Machine Learning Engineer to join our small, but growing team of high-performers. We’re after someone who approaches problems from first principles, honing in on underlying causes and diligently iterating towards the best solution. We believe that great products feature incredible experiences that customers never want to stop using. About us Founded in New Zealand in 2017, Timescapes is a visual progress tracking solution for complex construction projects – our missi…",2026-05-21T11:49:39Z,unknown,engineering-jobs,adzuna
450,Machine Learning Engineer,Luxury Escapes,Australia,"The Rocks, Sydney",0.0,0.0,"Be part of the team transforming global travel experiences! Luxury Escapes is one of the world’s fastest-growing travel websites, with over 8 million members, recently winning the National Travel Industry Award for Most Outstanding Online Travel Agency! We are growing rapidly & seeking a self-driven, analytical and strategic Machine Learning Engineer to join the team. Working at Luxury Escapes Our mission is to delight our customers with incredible deals for the world's best holidays. We are a …",2026-03-02T14:40:54Z,unknown,it-jobs,adzuna
451,Machine Learning Engineer,Micromine,Australia,"Perth CBD, Perth",0.0,0.0,"Build AI and machine learning solutions from the ground up. Work with cutting-edge technologies. Join a global mining technology business. Job Summary Join a global mining technology leader as a Machine Learning Engineer focused on evaluating, benchmarking and improving the performance of LLM and agent-based AI systems. You'll develop evaluation frameworks, measure model effectiveness and help ensure our AI solutions deliver reliable, scalable outcomes for customers across the mining industry w…",2026-07-30T11:24:13Z,unknown,it-jobs,adzuna
452,Machine Learning Engineer,Micromine,Australia,"Perth CBD, Perth",0.0,0.0,"Job Summary Join a global mining technology leader as a Machine Learning Engineer focused on evaluating, benchmarking and improving the performance of LLM and agent-based AI systems. You'll develop evaluation frameworks, measure model effectiveness and help ensure our AI solutions deliver reliable, scalable outcomes for customers across the mining industry while contributing to the ongoing evolution of our AI capabilities. Key Selling Points Build AI and machine learning solutions from the grou…",2026-08-01T00:40:00Z,unknown,it-jobs,adzuna
453,Senior Machine Learning Engineer,Prezzee,Australia,"Sydney, Sydney Region",0.0,0.0,"About Prezzee Prezzee is a global leader in digital gifting and payments, having sold over 140 million gift cards through partnerships with more than 1,500 brands and serving over 6 million customers worldwide. Our mission is to change lives through the power of giving — leveraging borderless payment technology and innovative digital solutions to help people connect and create memorable moments that truly matter. The Role: Are you ready to transform customer experience and lead the charge in fr…",2026-08-09T00:43:41Z,unknown,it-jobs,adzuna
454,Senior Machine Learning Engineer,Anduril Industries,Australia,"Sydney, Sydney Region",0.0,0.0,"At Anduril Australia we are developing un-crewed maritime and air domain systems that leverage unsupervised autonomy for the delivery of long endurance, multi-mission capability to our customers. These projects, including but not limited to the Extra Large Autonomous Undersea Vehicle (XL-AUV) Program, require a Senior Machine Learning Engineer with deep experience developing, testing, validating and deploying machine-learning based sensor processing and the technical toolchains they rely on. Th…",2026-01-09T07:37:52Z,unknown,it-jobs,adzuna
455,Software Engineer - Machine Learning,REA Group,Australia,"Sydney, Sydney Region",0.0,0.0,"Build innovative AI and machine learning products that shape how Australia experiences property. Join a collaborative team where learning, experimentation and impact go hand in hand. Permanent role based in Sydney We're REA With bold and ambitious goals, REA Group is changing the way the world experiences property. No matter where you're at on your property journey, we're here to help with every step - whether that's finding or financing your next home. Our people are the key to our success. At…",2026-08-28T00:48:28Z,unknown,it-jobs,adzuna
456,Applied Machine Learning Researcher,Phonely,Australia,Australia,0.0,0.0,"At some point in the future, every business will answer their phone with voice AI. We are building the platform that makes it possible, and we are making our models better at real conversations than any general-purpose model on the market. Phonely builds conversational voice AI agents for high volume phone workflows. Our customers use us to qualify leads, book appointments, route calls, and resolve real customer conversations in production. The quality of those conversations comes down to our m…",2026-07-17T11:13:51Z,unknown,scientific-qa-jobs,adzuna
457,Senior Machine Learning Engineer,Zendesk,Australia,Australia,0.0,0.0,"Job Description The Mission: The enterprise software landscape is fracturing. We are transitioning from ""Systems of Record"" to ""Systems of Action."" Zendesk is leading this shift with the Resolution Platform, aiming to be the first CX company to secure $1B in AI-driven revenue. To achieve this, we must solve the ""Orchestration Trap."" We are not just building features; we are building the high-performance runtime that allows fleets of AI Agents to Perceive, Reason, and Act. The Opportunity: You w…",2026-07-23T11:19:05Z,unknown,it-jobs,adzuna
458,Staff Machine Learning Engineer (Platform),Neara,Australia,"The Rocks, Sydney",0.0,0.0,"Imagine having the power to stress-test an entire power grid against a hurricane or thunderstorm before the clouds even gather. That is the reality we are creating at Neara. We use advanced machine learning to create engineering-grade, physics enabled digital twins of electricity grids across four continents, this helps asset owners understand their biggest challenges and bring the most viable solutions to life across millions of kilometres of infrastructure. By simulating extreme weather and s…",2026-06-27T08:30:14Z,unknown,engineering-jobs,adzuna
459,Staff Machine Learning Engineer (Platform),Matchbox,Australia,Australia,180.0,240.0,"Imagine having the power to stress-test an entire power grid against a hurricane or thunderstorm before the clouds even gather. That is the reality we are creating at Neara. We use advanced machine learning to create engineering-grade, physics enabled digital twins of electricity grids across four continents, this helps asset owners understand their biggest challenges and bring the most viable solutions to life across millions of kilometres of infrastructure. By simulating extreme weather and s…",2026-08-06T16:13:00Z,unknown,engineering-jobs,adzuna
460,Software Engineer - Machine Learning Frameworks,IMC,Australia,"Sydney, Sydney Region",0.0,0.0,"The Machine Learning Frameworks team exists for two reasons: making the research iteration loop as fast and frictionless as possible, and making production run as fast as the hardware allows. Both matter, and figuring out how to do both at once is most of what makes the work fun. Concretely, we build optimisers, code generators, runtime libraries, and the orchestration layer that runs computation across heterogeneous hardware. The stack spans C++, Rust, Python, MLIR, and CUDA. You don't need to…",2026-07-24T11:27:27Z,unknown,it-jobs,adzuna
461,"Senior Software Engineer, Machine Learning",Mary Technology,Australia,"Sydney, Sydney Region",0.0,0.0,"About Us At Mary Technology, we’re tackling one of the legal industry’s biggest challenges: Fact Chaos — the overwhelming disorder that arises from managing mountains of unstructured information. We’re building intuitive, scalable tools that help lawyers spend less time untangling facts and more time on high-value thinking. From visualising case timelines to extracting key insights from documents, we’re reimagining what legal work looks like. We’re backed by $2.7M in funding, growing over 30% M…",2026-09-04T15:53:34Z,unknown,it-jobs,adzuna
462,Software Engineer,Interscale,Australia,"Docklands, Melbourne",125000.0,0.0,"$125,000p.a  12% super About Interscale Interscale is an Australian technology enablement company supporting organisations across the Architecture, Engineering and Construction (AEC) sector. Our services span software solutions, BIM technology, managed IT services, cloud infrastructure and cybersecurity. We work closely with clients to improve technology workflows, integrate business systems and develop practical technology solutions that improve productivity and operational efficiency. As our …",2026-08-31T08:30:10Z,unknown,engineering-jobs,adzuna
463,Engineering Manager - Machine Learning (AI Products),Xero,Australia,Australia,180.0,240.0,"The role & impact As Engineering Manager, you'll lead a high-performing, inclusive team of ML and platform engineers, responsible for turning research and models into production-grade ML infrastructure that runs at scale. You'll balance predictable delivery with a relentless focus on system health, taking the lead on MLOps maturity, observability and the operational realities of running AI systems in production, not just shipping features. The role & impact As Engineering Manager, you'll lead a…",2026-08-28T18:23:07Z,unknown,engineering-jobs,adzuna
464,Senior Machine Learning Engineer - Research Optimisation,Canva,Australia,"The Rocks, Sydney",0.0,0.0,"Description At Canva, our mission is to empower the world to design. To get cutting-edge research into the hands of millions of users faster, we're looking for a Machine Learning Engineer focused on research enablement and performance, turning promising experiments into stable, scalable, user-facing capabilities while making training and inference faster, cheaper, and more reliable. About the role: You'll be the bridge between research and production. Partnering closely with researchers, you'll…",2026-06-19T00:21:28Z,unknown,it-jobs,adzuna
465,Senior/Principal Machine Learning Engineer - Aus,Harrison.ai,Australia,"Sydney, Sydney Region",0.0,0.0,"What we’re about At Harrison.ai , we’re redefining what’s possible in healthcare. Through our diagnostic AI solutions, we’re building tools that support clinicians to deliver earlier, more accurate diagnoses and raise the standard of care for millions of patients worldwide. Our mission is bold but simple: to scale global healthcare capacity and create a fairer, healthier world. By using AI as a co-pilot for clinicians, we’re tackling one of healthcare’s biggest challenges, the shortage of human…",2026-07-09T11:05:38Z,unknown,it-jobs,adzuna
466,Machine Learning Engineer - ML Training Platform,Pluralis Research,Australia,Australia,0.0,0.0,"Pluralis Research works on Protocol Learning: training and serving large models in a fully decentralized way on small consumer-grade devices connected via the internet. Despite being dismissed as infeasible, we have made significant advances on this problem, most recently Agora, a permissionless run that pretrained an 8B model from scratch on consumer GPUs spread over the internet, with no single participant ever holding the full weights ( tech report ). While many of the core research problems…",2026-09-03T01:25:57Z,unknown,it-jobs,adzuna
467,"Computer Vision Scientist, International Machine Learning, Australia",Amazon,Australia,"Melbourne, Melbourne Region",0.0,0.0,"Description  Join Our Innovative Computer Vision Team at Amazon, Australia  Are you passionate about developing generative models to transform the next generation of e-commerce platform and build AI models used by millions of customers? We invite you to be part of our high-performing Computer Vision team at Amazon located in Melbourne, Australia. As a member of our international Machine Learning group, you will play a key role in developing generative AI solutions that leverage vast amounts of …",2026-04-29T12:17:39Z,unknown,it-jobs,adzuna
468,"Applied Scientist - Computer Vision, International Machine Learning, Australia",Amazon,Australia,"South Yarra, Stonnington Area",0.0,0.0,"Description  Join Our Innovative Computer Vision Team at Amazon, Australia  Are you passionate about developing computer vision models to transform the shopping experience for fresh produce and build AI models for fresh monitoring at scale? We invite you to be part of our high-performing Computer Vision team at Amazon, Australia. As a member of our international Machine Learning group, you will play a key role in building AI solutions that leverage vast amounts of Amazon data and cloud computin…",2026-09-01T18:39:50Z,unknown,it-jobs,adzuna
469,"Applied Scientist - Computer Vision, International Machine Learning, Australia",Amazon,Australia,Australia,0.0,0.0,"Join Our Innovative Computer Vision Team at Amazon, Australia  Are you passionate about developing computer vision models to transform the shopping experience for fresh produce and build AI models for fresh monitoring at scale? We invite you to be part of our high-performing Computer Vision team at Amazon, Australia. As a member of our international Machine Learning group, you will play a key role in building AI solutions that leverage vast amounts of Amazon data and cloud computing resources.…",2026-09-02T00:49:23Z,unknown,it-jobs,adzuna
470,Senior Machine Learning Engineer - Private Search Quality (AU remote),Canva,Australia,"Melbourne, Melbourne Region",0.0,0.0,"Job Description About the Group/Team We're the Discovery group, part of Canva's Content & Discovery supergroup. Our mission is to enable every user to effortlessly find content that empowers them to design. Within the group, the Private Search Quality team owns helping users find their own personal, team, and branded content — the search experience people rely on every time they go looking for something they've already made or been given access to. About the Role/Specialty As a Machine Learning…",2026-08-29T00:13:46Z,remote,it-jobs,adzuna
471,Senior Machine Learning Engineer - Private Search Quality (AU remote),Canva,Australia,"Victoria, Australia",0.0,0.0,"Description About the Group/Team We're the Discovery group, part of Canva's Content & Discovery supergroup. Our mission is to enable every user to effortlessly find content that empowers them to design. Within the group, the Private Search Quality team owns helping users find their own personal, team, and branded content — the search experience people rely on every time they go looking for something they've already made or been given access to. About the Role/Specialty As a Machine Learning Eng…",2026-08-29T10:37:17Z,remote,it-jobs,adzuna
472,Senior Machine Learning Engineer - Private Search Quality (AU remote),Canva,Australia,"The Rocks, Sydney",0.0,0.0,"Description About the Group/Team We're the Discovery group, part of Canva's Content & Discovery supergroup. Our mission is to enable every user to effortlessly find content that empowers them to design. Within the group, the Private Search Quality team owns helping users find their own personal, team, and branded content — the search experience people rely on every time they go looking for something they've already made or been given access to. About the Role/Specialty As a Machine Learning Eng…",2026-08-29T10:37:17Z,remote,it-jobs,adzuna
473,LLM Research Scientist (Pre-training & Computer Vision & Adversarial Robustness),Mercor,Australia,Australia,0.0,0.0,"This is a LLM Research Scientist (Pre-training & Computer Vision & Adversarial Robustness) role with Mercor based in Sydney, NSW, Australia  Mercor  Role Seniority - mid level, senior More about the LLM Research Scientist (Pre-training & Computer Vision & Adversarial Robustness) role at Mercor We're looking for experienced machine learning researchers with hands-on experience training and improving deep learning models end-to-end, across vision and language. You'll work on well-scoped empirical…",2026-08-13T15:32:04Z,unknown,scientific-qa-jobs,adzuna
474,Senior ML Engineer,Correlate Resources,Australia,"Sydney, Sydney Region",150000.0,170000.0,"Senior Machine Learning Engineer Location: Chatswood, Sydney – hybrid working, three days per week in the office Reports to: ML Solution Manager About the opportunity We are seeking a hands-on Senior Machine Learning Engineer to lead the development and delivery of production-ready machine learning solutions that generate measurable business outcomes. This role will take ownership of machine learning solutions from initial problem framing and model development through to deployment, monitoring …",2026-08-06T23:15:53Z,hybrid,it-jobs,adzuna
